Entrez_ID	Gene	ESC_RPKM	EB_RPKM
17181	Matn2	0.014000	0.050000
17182	Matn3	1.232571	0.015429
17183	Matn4	0.034571	0.015714
17184	Matr3	563.148571	605.429143
17187	Max	35.403714	63.272571
17188	Maz	76.126286	142.836000
17189	Mb	0.677143	0.094286
17190	Mbd1	12.379429	16.931143
17191	Mbd2	17.957143	25.526286
17192	Mbd3	145.097429	212.487714
17193	Mbd4	2.466571	7.025429
17194	Mbl1	0.016286	0.058571
17195	Mbl2	0.022857	0
17196	Mbp	0.257143	0.138286
17199	Mc1r	0.035429	0.015143
17200	Mc2r	0.006000	0
17201	Mc3r	0.002857	0
17202	Mc4r	0.022571	0.014571
17203	Mc5r	0.110571	0.012857
17207	Mcf2l	0.200571	0.050857
17210	Mcl1	191.598286	100.580857
17215	Mcm3	39.166000	59.471143
17216	Mcm2	313.055429	351.340286
17217	Mcm4	61.682857	131.544286
17218	Mcm5	337.912286	383.516286
17219	Mcm6	187.760571	355.616000
17220	Mcm7	216.451429	429.929429
17221	Cd46	0.014000	0
17222	Anapc1	46.357429	66.863714
17224	Mcpt1	0.023714	0
17225	Mcpt2	0.009714	0
17227	Mcpt4	0	0.049429
17228	Cma1	0.057714	0.020286
17229	Mcpt6	0.032857	0
17230	Tpsab1	0	0
17231	Mcpt8	0	0.008000
17232	Mcpt9	0.034857	0.020286
17235	Smcp	0.023143	0.676571
17237	Mgrn1	7.392857	18.132857
17240	Mdfi	12.315714	25.650286
17242	Mdk	1057.264571	1401.980286
17245	Mdm1	12.008857	24.448000
17246	Mdm2	133.804857	58.648571
17248	Mdm4	92.884571	22.486286
17250	Abcc1	13.564857	16.512571
17251	Mds1	0	0
17252	Rdh11	14.899143	88.705714
17254	Slc3a2	184.274286	169.990286
17256	Mea1	156.428571	514.224286
17257	Mecp2	3.152286	3.861714
17258	Mef2a	4.422000	7.443714
17259	Mef2b	2.947429	0.333143
17260	Mef2c	0.028571	0.352857
17261	Mef2d	31.515429	66.493429
17268	Meis1	0.645714	2.686286
17274	Rab8a	147.817714	208.743429
17279	Melk	105.024857	150.432571
17281	Fyco1	3.573143	2.902857
17283	Men1	11.632000	22.632571
17285	Meox1	0.367429	0.308286
17286	Meox2	0.044857	0.005714
17287	Mep1a	0.051429	0.027143
17288	Mep1b	0.407714	0.006571
17289	Mertk	0.126571	0.050286
17292	Mesp1	0.065714	137.045714
17293	Mesp2	0.564571	4.454857
17294	Mest	91.307429	1059.408286
17295	Met	2.196571	1.670286
17299	Mettl1	29.518857	55.914286
17300	Foxc1	0.079714	0.889714
17301	Foxd2	0.004857	0
17304	Mfge8	71.401143	63.839429
17305	Mfng	5.557714	0.422857
17306	Sypl2	0.068286	0.039143
17308	Mgat1	3.709714	10.296857
17309	Mgat3	0.386857	0.671429
17311	Kitl	2.650857	10.210000
17312	Mgl1	0.005714	0
17313	Mgp	0	0.011143
17314	Mgmt	1.950571	5.071429
17318	Mid1	1.982571	2.376286
17319	Mif	260.446857	513.636286
17329	Cxcl9	0.005714	0.066857
17330	Minpp1	7.124000	35.350571
17339	Mip	0.151143	0.421143
17341	Bhlhb8	0.531429	0.037143
17342	Mitf	2.000286	0.154857
17344	Pias2	60.933714	28.506571
17345	Mki67	17.847143	15.854571
17346	Mknk1	14.594286	12.314857
17347	Mknk2	23.092857	66.077714
17349	Mlf1	13.264286	30.967714
17350	Mlh1	14.662857	25.420000
17354	Mllt10	13.198286	32.727714
17355	Aff1	8.949143	1.642571
17356	Mllt4	28.331429	14.151714
17357	Marcksl1	62.204000	153.886571
17364	Trpm1	0.238571	0.055714
17380	Mme	11.409429	8.561429
17381	Mmp12	0.002000	0.006000
17384	Mmp10	0.030571	0.054857
17385	Mmp11	11.656000	9.941429
17386	Mmp13	0.006286	0.014000
17387	Mmp14	3.071714	5.520286
17388	Mmp15	2.886857	26.374571
17389	Mmp16	0.372000	0.270571
17390	Mmp2	46.208571	125.401714
17391	Mmp24	4.042286	6.529429
17392	Mmp3	0.004286	0
17393	Mmp7	0.220286	0
17394	Mmp8	0.006857	0.018286
17395	Mmp9	0.691143	0.940286
17420	Mnat1	39.224286	104.156286
17423	Ndst2	0.796571	3.939714
17425	Foxk1	2.030571	3.336286
17427	Mns1	3.216000	5.088571
17428	Mnt	3.484571	4.513714
17433	Mobp	1.302000	0.229143
17434	Mocs2	53.415714	70.658000
17436	Mod1	2.363143	22.876286
17441	Mog	0.130000	0
17444	Grap2	0.008286	0.172000
17448	Mdh2	137.967429	148.403143
17449	Mdh1	351.208857	772.119429
17450	Morc1	92.088286	0.568000
17451	Mos	0.050571	0.091143
17454	Mov10	9.861714	4.569714
17463	Psmd7	336.648857	292.005143
17470	Cd200	1.487143	0.909429
17472	Gbp4	0.969143	3.135143
17474	Clec4d	0.109429	0.206857
17475	Mpdz	0.560286	3.305143
17476	Mpeg1	0.024286	0.003143
17480	Mpl	0.102286	0.030286
17523	Mpo	0.066857	0.049429
17524	Mpp1	33.337714	40.871714
17527	Mpv17	18.652571	35.810857
17528	Mpz	0.315429	0.486571
17532	Mras	29.287429	3.569714
17533	Mrc1	0.084000	0.004000
17534	Mrc2	0.745429	2.136000
17535	Mre11a	78.598286	75.555429
17536	Mrg1	4.335714	9.941143
17537	Mrg2	1.996857	20.248571
17540	Mrvi1	0.051143	0.215429
17681	Msc	0.078857	0
17684	Cited2	124.229429	222.136571
17685	Msh2	189.984857	177.555714
17686	Msh3	22.678286	28.904000
17687	Msh5	0.027429	0.169714
17688	Msh6	374.124857	129.982000
17690	Msi1	2.561143	22.317714
17691	Snf1lk	11.835429	7.430286
17692	Msl31	8.954857	24.309143
17695	Msmb	0.050000	0.013714
17698	Msn	117.506286	172.748571
17700	Gdf8	0	0
17701	Msx1	0.138286	133.878286
17702	Msx2	7.523143	243.201143
17703	Msx3	0.018000	0
17713	Grpel1	51.869714	87.646857
17714	Grpel2	6.448571	4.827143
17748	Mt1	897.157429	702.798286
17749	Polr2k	12.231714	26.272571
17750	Mt2	642.112857	127.302857
17751	Mt3	3.675143	2.565429
17752	Mt4	1.039429	0
17754	Mtap1a	0.445429	0.568857
17755	Mtap1b	6.924000	2.262286
17756	Mtap2	1.943143	1.922286
17758	Mtap4	94.651429	130.309429
17760	Mtap6	1.187143	0.146857
17761	Mtap7	19.185429	2.233429
17762	Mapt	0.877429	0.142857
17763	Mtcp1	2.607429	10.180857
17764	Mtf1	5.791143	5.222571
17765	Mtf2	61.784571	14.196857
17766	Nudt1	38.082000	66.328571
17768	Mthfd2	109.797714	56.500571
17769	Mthfr	6.372571	10.404000
17771	Mtl5	0.024286	0.095714
17772	Mtm1	2.317429	0.395429
17773	Mtnr1a	0	0
17775	Laptm4a	177.698571	350.020857
17776	Mast2	9.710857	9.092571
17777	Mttp	0.060286	0.232000
17826	Mtvr2	12.117143	24.415714
17827	Mtx1	139.084857	184.150286
17828	Muted	7.454286	20.384000
17829	Muc1	0.313143	0.118000
17830	Muc10	0	0
17833	Muc5ac	1.042571	0.040857
17836	Mug1	0.002000	0.001429
17837	Mug2	0.006286	0
17840	Mup1	0	0
17841	Mup2	0	0
17842	Mup3	0.016571	0
17843	Mup4	0	0
17844	Mup5	0	0
17846	Commd1	305.512000	465.054000
17850	Mut	30.965143	26.320857
17855	Mvk	35.906857	98.108571
17857	Mx1	0.012571	0.023143
17858	Mx2	0.246571	0.130000
17859	Mxi1	5.209429	2.981714
17863	Myb	2.599714	4.710571
17864	Mybl1	4.647143	3.608000
17865	Mybl2	85.310000	7.944000
17868	Mybpc3	0.020000	0.031143
17869	Myc	32.148286	218.705714
17870	Mycs	0.005714	0.117429
17872	Myd116	52.116571	50.402286
17873	Gadd45b	12.039143	13.738286
17874	Myd88	5.365429	5.110000
17876	Myef2	46.813429	79.873429
17877	Myf5	0	0
17878	Myf6	0.031714	0.123143
17879	Myh1	0.017143	0.050000
17880	Myh11	0.024857	0.020857
17882	Myh2	0.142000	0.018286
17883	Myh3	0.045429	0.024571
17884	Myh4	0.015429	0.038286
17885	Myh8	0.014857	0.009714
17886	Myh9	5.963429	7.089429
17888	Myh6	0.048286	0.032857
17896	Myl4	10.258571	39.492000
17897	Myl3	0.016857	11.333429
17898	Myl7	11.905429	43.146000
17901	Myl1	0	0.164000
17904	Myl6	136.475429	291.504571
17906	Myl2	0	0.010571
17907	Mylpf	197.459714	1.188286
17909	Myo10	17.336286	4.014857
17910	Myo15	0.024571	0.030000
17912	Myo1b	6.839143	15.762286
17913	Myo1c	68.622000	33.473714
17916	Myo1f	2.695143	0.036857
17918	Myo5a	9.779143	5.067429
17919	Myo5b	0.505714	0.031429
17920	Myo6	0.154571	0.347429
17921	Myo7a	1.211429	0.268286
17922	Myo7b	0.062857	0.026286
17925	Myo9b	25.853143	26.560000
17926	Myoc	0.031143	0.009143
17927	Myod1	0.064000	0.024571
17928	Myog	0.044571	0.227143
17929	Myom1	0.031429	0.060571
17930	Myom2	0.300571	0.065714
17931	Ppp1r12a	7.143429	4.278286
17932	Myt1	0.252286	1.176000
17933	Myt1l	0.286286	0.532286
17936	Nab1	10.578571	21.017143
17937	Nab2	8.901143	11.332286
17938	Naca	305.009143	826.906571
17939	Naga	0.506857	2.727714
17940	Birc1a	0	0
17948	Birc1b	0.003429	0.069143
17951	Birc1e	0.029429	0.093143
17952	Birc1f	0.019429	0.174000
17954	Nap1l2	0.575429	0.902000
17955	Nap1l4	202.208000	328.690000
17957	Napb	0.609429	0.296857
17960	Nat1	0.635714	2.482571
17961	Nat2	3.154857	7.944000
17962	Nat3	0.012000	0
17965	Nbl1	5.730286	2.008000
17966	Nbr1	80.857714	81.986857
17967	Ncam1	0.723714	0.404286
17968	Ncam2	0.025429	0.023143
17969	Ncf1	0.014857	0.002571
17970	Ncf2	0.331143	0.015714
17972	Ncf4	0.005143	0.054571
17973	Nck1	8.395429	14.146857
17974	Nck2	3.427143	9.491429
17975	Ncl	402.283429	206.539429
17977	Ncoa1	2.452000	0.827429
17978	Ncoa2	2.230000	4.984857
17979	Ncoa3	21.764857	6.750286
17984	Ndn	30.009714	133.940571
17986	Ndph	0.007714	0
17988	Ndrg1	0.616000	2.911714
17991	Ndufa2	2.625143	12.451143
17992	Ndufa4	207.395714	586.282571
17993	Ndufs4	18.726571	63.715429
17995	Ndufv1	157.829714	178.948286
17996	Neb	0.026857	0.022857
17997	Nedd1	16.644571	27.816286
17999	Nedd4	722.670286	999.504286
18000	2-Sep	118.905429	143.189714
18002	Nedd8	190.166286	443.254286
18003	Nedd9	1.071143	2.850571
18004	Nek1	4.749714	3.958000
18005	Nek2	71.447143	46.297429
18007	Neo1	7.756857	19.213429
18008	Nes	2.410000	2.622000
18010	Neu1	25.860857	25.446857
18011	Neurl	4.204000	5.609714
18012	Neurod1	4.040286	2.600286
18013	Neurod2	1.244571	0.273714
18014	Neurog1	0.110286	0.074857
18015	Nf1	4.199714	6.177714
18016	Nf2	45.024000	26.479429
18018	Nfatc1	0.016286	1.048571
18019	Nfatc2	0.116286	0.151429
18020	Nfatc2ip	6.403714	1.314571
18021	Nfatc3	47.130857	48.015143
18022	Nfe2	0.177143	1.774857
18023	Nfe2l1	122.463429	73.713429
18024	Nfe2l2	68.085714	128.032571
18025	Nfe2l3	1.460857	0.380000
18027	Nfia	0.049143	0.044857
18028	Nfib	1.771714	0.295429
18029	Nfic	0.667143	0.088286
18030	Nfil3	2.834857	5.144857
18032	Nfix	0.087143	0.036000
18033	Nfkb1	7.133714	11.492286
18034	Nfkb2	5.735143	15.238571
18035	Nfkbia	26.301429	28.024857
18036	Nfkbib	42.253714	55.888571
18037	Nfkbie	0.466857	0.529429
18038	Nfkbil1	10.377429	22.426571
18039	Nefl	11.557714	6.960000
18040	Nefm	0.253429	0.680571
18041	Nfs1	21.894571	30.644286
18044	Nfya	34.378000	53.360000
18045	Nfyb	44.473429	39.654286
18046	Nfyc	44.263429	67.848286
18048	Klk1b4	0	0
18049	Ngfb	2.249714	0.034286
18050	Klk1b3	0	0
18053	Ngfr	8.495429	0.430286
18054	Ngp	0.033714	0.031714
18071	Nhlh1	0.015429	0.014571
18072	Nhlh2	0.029714	0.022571
18073	Nid1	8.879714	1.752571
18074	Nid2	68.385429	38.004000
18080	Nin	0.084857	0.298857
18081	Ninj1	9.546286	19.859143
18082	Nipsnap1	97.614286	63.740000
18087	Nktr	25.644857	23.896571
18088	Nkx2-2	0.014857	0.025143
18089	Nkx2-3	0.003429	0.120857
18091	Nkx2-5	0	0.014286
18092	Nkx2-6	0	0
18094	Nkx2-9	0.301714	0.159714
18095	Nkx3-1	0.121143	0.150857
18096	Nkx6-1	0.067714	0.150571
18099	Nlk	4.836286	7.852857
18100	Mrpl40	291.795714	370.808000
18101	Nmbr	0.014571	0.121143
18102	Nme1	270.105714	478.368571
18103	Nme2	537.365143	768.040571
18104	Nqo1	8.911714	8.337143
18105	Nqo2	7.194286	15.048857
18106	Cd244	0.015429	0.012571
18107	Nmt1	1005.067429	891.626286
18108	Nmt2	173.683143	138.082571
18109	Mycn	107.515429	75.886857
18111	Nnat	212.844571	205.319714
18113	Nnmt	0.021714	0.118571
18114	Nnp1	203.506857	390.896857
18115	Nnt	3.046286	7.791714
18117	Cox4nb	70.608571	68.565143
18119	Nodal	16.170000	9.294571
18120	Mrpl49	35.172286	77.667714
18121	Nog	2.842571	3.070000
18124	Nr4a3	0	0
18125	Nos1	0.205714	0.015143
18126	Nos2	0.074857	0.049429
18127	Nos3	1.437143	0.498857
18128	Notch1	2.154286	6.305143
18129	Notch2	2.676000	9.782571
18130	Ints6	14.252857	22.698857
18131	Notch3	1.836286	7.269429
18132	Notch4	0.678857	0.209143
18133	Nov	0.003143	0.013429
18139	Zfml	91.909143	91.384571
18140	Uhrf1	99.362857	146.165143
18141	Nup50	24.544000	28.580571
18142	Npas1	0.060571	0.027714
18143	Npas2	0.029429	0.009429
18145	Npc1	4.508857	19.321714
18146	Npdc1	4.414857	8.003714
18148	Npm1	8637.580000	10360.400860
18150	Npm3	150.270286	339.178857
18155	Pnoc	0.020857	0.007143
18158	Nppb	1.021429	0.142286
18159	Nppc	0.025143	0
18160	Npr1	4.802000	1.832857
18162	Npr3	0.974857	0.034571
18163	Ctnnd2	0.033429	0.088857
18164	Nptx1	0.010286	0.042286
18166	Npy1r	0.068286	0.375429
18167	Npy2r	0.005143	0.002000
18168	Npy5r	0	0
18169	Npy6r	0.008857	0
18171	Nr1i2	0.002857	0.008571
18173	Slc11a1	8.000000	0.111429
18174	Slc11a2	4.526571	5.489143
18175	Nrap	0.004571	0.006286
18176	Nras	57.273714	121.441429
18181	Nrf1	6.203714	10.456286
18183	Nrg3	0.002857	0.135143
18185	Nrl	0.015429	0.002857
18186	Nrp1	1.370857	157.771143
18187	Nrp2	39.972286	43.834286
18188	Nrtn	0.787143	0.456000
18189	Nrxn1	0.015714	0.045714
18190	Nrxn2	0.849143	1.157429
18191	Nrxn3	0.028857	0.001429
18193	Nsd1	11.195714	9.174286
18194	Nsdhl	23.269714	84.486286
18195	Nsf	25.259143	19.506286
18196	Nsg1	0.653429	5.604571
18197	Nsg2	0.208000	3.722286
18198	Musk	0.020857	0.002000
18201	Nsmaf	12.940571	38.576286
18203	Ntan1	44.232000	87.974571
18205	Ntf3	0.005714	1.680571
18207	Nthl1	17.196286	45.092857
18208	Ntn1	4.682571	0.368286
18209	Ntn2l	0.113429	0.536286
18211	Ntrk1	0.268286	0.080857
18212	Ntrk2	0.051714	0.022000
18213	Ntrk3	0.044286	0.137429
18214	Ddr2	0.153429	0.006857
18216	Ntsr1	0.043714	0.012000
18217	Ntsr2	0	0.120286
18218	Dusp8	0.844857	0.492857
18220	Nucb1	16.808571	23.986571
18221	Nudc	235.616000	407.388000
18222	Numb	19.675143	26.287429
18223	Numbl	10.460286	9.608000
18226	Nup62	47.185143	60.479143
18227	Nr4a2	0.034571	0.149714
18230	Nxn	27.923143	19.635714
18231	Nxph1	0	0.014571
18232	Nxph2	0.002857	0
18241	Gpr143	0.004571	0
18242	Oat	93.414000	220.757143
18245	Oaz1	255.592286	218.559714
18247	Oaz2	60.325143	47.718000
18249	Obp1a	0.029714	0.033429
18256	Oc90	0.079714	0.007714
18260	Ocln	5.578286	3.492857
18261	Ocm	0	0
18263	Odc1	77.264857	83.458000
18285	Odf1	0	0
18286	Odf2	27.262000	32.884857
18291	Nobox	0.126571	0.088000
18292	Og9x	0.019143	0.010571
18293	Ogdh	27.287714	29.852857
18294	Ogg1	12.733143	29.294571
18295	Ogn	0.071143	0.010571
18300	Oit1	0.018000	0.025714
18301	Fxyd5	1.791429	0.569429
18302	Oit3	0.004286	0
18307	Olfr10	0	0
18310	Olfr13	0	0
18312	Olfr15	0.080286	0.007143
18313	Olfr16	0.020286	0
18314	Olfr17	0	0
18315	Olfr18	0	0
18316	Olfr19	0	0
18317	Olfr2	0	0
18321	Olfr23	0	0.022571
18322	Olfr24	1.040571	0.034000
18323	Olfr25	0	0
18324	Olfr26	0.008000	0
18328	Olfr3	0	0
18329	Olfr30	0	0
18330	Olfr31	0	0
18331	Olfr32	0.056857	0
18332	Olfr33	0	0
18341	Olfr42	0	0
18343	Olfr44	0	0
18344	Olfr45	0	0.016286
18345	Olfr46	0.068857	0.017714
18346	Olfr47	0	0
18347	Olfr48	0	0
18348	Olfr49	0.445429	1.481714
18349	Olfr5	0	0
18350	Olfr50	0.010000	0
18351	Olfr51	0	0.044000
18352	Olfr52	0	0
18354	Olfr54	0	0
18356	Olfr56	0.037143	0.028000
18357	Olfr57	0	0
18358	Olfr58	0	0
18359	Olfr59	0.052286	0.152857
18361	Olfr60	0.012000	0
18362	Olfr61	0	0
18363	Olfr62	0.008000	0
18365	Olfr65	0	0.022857
18366	Olfr64	0.006857	0
18367	Olfr66	0	0
18368	Olfr67	0	0
18369	Olfr68	0.008000	0
18370	Olfr69	0	0
18372	Olfr8	0	0
18373	Olfr9	0.306571	0
18377	Omg	0.013714	0
18378	Omp	0.158571	0.036286
18379	Omt2a	0.004571	0
18383	Tnfrsf11b	0.008571	0.025714
18386	Oprd1	0.048286	0.016000
18387	Oprk1	0.069429	0.225429
18389	Oprl1	0.016000	0
18390	Oprm1	0.065429	0.028286
18391	Oprs1	73.176571	131.321714
18392	Orc1l	47.365714	31.848571
18393	Orc2l	71.180857	53.637429
18399	Slc22a6	0.281714	0
18400	Slc22a18	0.270286	0.506286
18405	Orm1	0.041714	0.169429
18406	Orm2	0.022000	0
18407	Orm3	0.075429	0
18408	Slc25a15	10.398571	11.432286
18412	Sqstm1	133.598857	292.356857
18413	Osm	0.055429	0
18414	Osmr	0.036000	0
18415	Hspa4l	2.358286	3.237143
18416	Otc	0.014857	0.012571
18417	Cldn11	0	5.156857
18420	Otp	0.020571	0.021429
18422	Ott	0	0
18423	Otx1	0.014571	0.139429
18424	Otx2	4.003714	54.560857
18426	Ovol1	0.114286	0.090857
18429	Oxt	0	0.018000
18430	Oxtr	0.003714	0.001429
18431	p	0.161714	0.038000
18432	Mybbp1a	422.278286	331.145429
18436	P2rx1	0.031714	0.105143
18438	P2rx4	0.954571	2.523143
18439	P2rx7	0.217714	0.032857
18440	P2rxl1	0.054571	0.004571
18441	P2ry1	0.024571	0.090000
18442	P2ry2	0.048286	0.246571
18451	P4ha1	32.905143	58.497143
18452	P4ha2	33.151143	63.152857
18453	P4hb	252.974857	472.794857
18457	Pldn	13.973429	40.577429
18458	Pabpc1	519.758857	773.789714
18459	Pabpc2	2.254286	1.849143
18472	Pafah1b1	90.723143	113.228571
18475	Pafah1b2	37.024857	70.995429
18476	Pafah1b3	53.196857	124.589143
18477	Prdx1	978.542571	1231.624000
18478	Pah	0.099714	0.018857
18479	Pak1	15.238857	14.083429
18481	Pak3	0.252000	0.112857
18483	Palm	13.020000	32.853429
18484	Pam	7.006571	30.030571
18488	Cntn3	0.006286	0.021429
18489	Pap	0	0
18491	Pappa	0.289143	0.290000
18503	Pax1	0.019143	0.040000
18504	Pax2	0.013429	0
18505	Pax3	0.072286	0.045714
18506	Pax4	0.033714	0
18507	Pax5	0.006286	0
18508	Pax6	1.962000	0.133714
18509	Pax7	0.014857	0.021714
18510	Pax8	0.817714	0.035429
18511	Pax9	0.023429	0
18514	Pbx1	2.180857	36.315714
18515	Pbx2	20.356286	54.536000
18516	Pbx3	11.404857	94.849429
18518	Igbp1	260.813429	394.479143
18519	Pcaf	17.437429	1.042000
18521	Pcbp2	182.266286	331.287429
18526	Pcdh10	0.431143	0.606000
18530	Pcdh8	0.002571	0.783429
18534	Pck1	0.002857	0.033714
18536	Pcm1	47.496857	30.481143
18537	Pcmt1	26.250571	70.407143
18538	Pcna	408.196286	733.984571
18541	Pcnt	5.454571	1.293429
18542	Pcolce	70.968857	12.543143
18545	Pcp2	0.094000	0.060571
18546	Pcp4	0.070571	5.296000
18548	Pcsk1	0.645429	0.765714
18549	Pcsk2	0.141714	0.033714
18550	Furin	7.362000	17.506857
18551	Pcsk4	0.373429	0.170571
18554	Pcsk7	4.810000	9.243714
18555	Pctk1	87.551714	116.645714
18557	Pctk3	8.802571	3.746571
18559	Pctp	4.891714	22.714286
18563	Pcx	1.750857	1.523143
18566	Pdcd1	0.008857	0.041143
18567	Pdcd2	58.102857	97.901714
18569	Pdcd4	19.355714	34.183714
18570	Pdcd6	66.966571	99.309714
18571	Pdcd6ip	20.324000	29.794571
18572	Pdcd11	2.647429	1.546857
18573	Pde1a	0.005429	0.007714
18574	Pde1b	4.299714	5.495429
18575	Pde1c	0.063714	0.046286
18576	Pde3b	8.936286	27.220286
18577	Pde4a	0.621143	2.596857
18578	Pde4b	0.038000	0.640571
18582	Pde6d	22.182000	35.840857
18583	Pde7a	0.456286	1.822571
18584	Pde8a	3.338857	0.466571
18585	Pde9a	2.152000	1.193714
18587	Pde6b	0.108857	0.024000
18588	Pde6g	0.008286	0.022571
18590	Pdgfa	24.875143	15.962286
18591	Pdgfb	3.780571	2.379143
18595	Pdgfra	0.164857	2.042000
18596	Pdgfrb	3.977143	38.720286
18597	Pdha1	433.989429	437.206000
18598	Pdha2	0.171143	0.023714
18599	Padi1	0.053714	0.015714
18600	Padi2	0.189429	0.001429
18601	Padi3	0.688857	3.189429
18602	Padi4	0.945429	0.012000
18604	Pdk2	0.260000	1.325143
18605	Enpp1	0.002286	0
18606	Enpp2	0.051143	6.233714
18607	Pdpk1	17.392571	11.623714
18609	Pdx1	0.024571	0
18610	Pdyn	0.125429	0.081429
18611	Pea15	57.551143	136.947714
18612	Etv4	14.817143	8.680857
18613	Pecam1	14.542571	3.658286
18616	Peg3	14.320857	111.954571
18618	Pemt	1.342571	8.209714
18619	Penk1	2.052286	22.494571
18624	Pepd	11.067429	15.235714
18626	Per1	1.785714	2.969429
18627	Per2	1.718571	0.194571
18628	Per3	0.497714	3.423429
18630	Pet2	5.928571	3.214286
18631	Pex11a	1.205143	1.945429
18632	Pex11b	8.823429	19.090000
18633	Pex16	4.788857	7.094286
18634	Pex7	7.671143	16.041429
18636	Cfp	1.713714	1.756286
18637	Pfdn2	124.579714	412.685714
18639	Pfkfb1	26.720571	45.944286
18640	Pfkfb2	0.752000	1.236000
18641	Pfkl	144.941143	199.413714
18642	Pfkm	20.188000	37.960000
18643	Pfn1	645.629714	1528.838571
18645	Pfn2	2.960571	21.895429
18646	Prf1	0	0.021714
18647	Pftk1	0.217429	1.016000
18648	Pgam1	566.931143	884.012286
18654	Pgf	8.082000	6.047143
18655	Pgk1	717.985429	1163.571143
18663	Pgk2	0.016000	0
18667	Pgr	0.008571	0.301714
18669	Abcb1b	4.619429	1.325714
18670	Abcb4	0.256571	0.104857
18671	Abcb1a	1.604286	0.037143
18673	Phb	39.138857	50.955714
18674	Slc25a3	124.475714	361.713429
18675	Phex	0.024571	0.018000
18676	Phf2	2.498000	5.812857
18679	Phka1	1.546286	1.284857
18682	Phkg1	8.162000	0.191143
18685	Phtf1	10.172571	22.993143
18693	Pick1	31.822286	26.145714
18700	Piga	2.280286	1.960571
18701	Pigf	94.060000	128.266000
18703	Pigr	0.074000	0.269143
18704	Pik3c2a	16.622857	21.203143
18705	Pik3c2g	0.022286	0.009143
18706	Pik3ca	19.072286	26.808857
18707	Pik3cd	0.317714	0.049429
18708	Pik3r1	0.806857	1.760571
18709	Pik3r2	2.105429	2.557429
18710	Pik3r3	4.519143	7.902857
18711	Pip5k3	8.053714	4.972000
18712	Pim1	51.573429	4.892000
18715	Pim2	19.649143	229.096000
18716	Pip	0.056000	0
18717	Pip5k1c	6.844857	13.809714
18718	Pip5k2a	3.280286	19.000000
18719	Pip5k1a	1.792286	0.115714
18720	Pip5k1b	13.848286	25.523429
18722	Pira1	0	0
18724	Pira11	0.046571	0.003143
18725	Pira2	0	0
18726	Pira3	0.072000	0
18733	Lilrb3	0.167143	0.115714
18736	Pou1f1	0.007714	0.024286
18738	Pitpna	69.161143	126.851714
18739	Pitpnm1	1.494000	4.739143
18740	Pitx1	0.011429	0.612286
18741	Pitx2	4.989143	17.328000
18742	Pitx3	0.010857	0
18744	Pja1	31.100000	66.731429
18746	Pkm2	1825.085429	3096.678286
18747	Prkaca	43.520286	100.826286
18749	Prkacb	7.977429	25.412000
18750	Prkca	1.902286	1.144000
18751	Prkcb1	0.452286	0.186000
18753	Prkcd	15.185429	38.324571
18754	Prkce	0.277143	1.252857
18755	Prkch	0.085429	0.161714
18759	Prkci	84.736286	46.106286
18760	Prkcm	0.044000	5.968857
18761	Prkcq	0.009714	0.096000
18762	Prkcz	1.334000	1.107143
18763	Pkd1	0.746571	0.998571
18764	Pkd2	3.707143	3.614571
18766	Pkdrej	0.199143	0.306286
18767	Pkia	2.391429	4.239429
18768	Pkib	0.046571	0.016286
18769	Pkig	2.554857	9.752857
18770	Pklr	0.380286	1.052286
18771	Pknox1	1.343143	1.260571
18772	Pkp1	0.015143	0.029714
18775	Csh1	0.008571	0
18776	Csh2	0	0
18777	Lypla1	102.073714	118.503714
18778	Pla2g1b	164.863429	1.711143
18779	Pla2r1	0.129143	0.464000
18780	Pla2g2a	0.040286	0
18781	Pla2g2c	0.011714	0.127714
18782	Pla2g2d	0.003429	0.009714
18783	Pla2g4a	1.408857	0.460857
18784	Pla2g5	1.819714	0.058286
18786	Plaa	55.672571	55.437714
18787	Serpine1	75.499714	2.328000
18788	Serpinb2	0.010857	0.015143
18789	Papola	24.818286	21.255714
18791	Plat	14.703714	13.618571
18792	Plau	0.094857	0.082286
18793	Plaur	14.561714	4.232286
18795	Plcb1	0.054286	0.082857
18796	Plcb2	0.021714	0.204571
18797	Plcb3	66.984857	58.293143
18798	Plcb4	13.674000	4.618857
18799	Plcd1	6.544857	4.736571
18802	Plcd4	0.114571	2.390286
18803	Plcg1	25.208286	41.808000
18805	Pld1	0.280571	0.082857
18806	Pld2	3.909714	4.191143
18807	Pld3	20.489429	22.497714
18810	Plec1	1.473714	0.804286
18811	Plf	0	0
18812	Plf2	0	0
18813	Pa2g4	101.448571	151.986000
18814	Plfr	0	0
18815	Plg	0.002857	0.020857
18816	Serpinf2	0.110000	0.228857
18817	Plk1	118.881143	186.027714
18821	Pln	0.126000	0.104286
18822	Plod1	23.950571	17.827143
18823	Plp1	0.388286	0.384000
18824	Plp2	9.322286	25.133143
18826	Lcp1	0.286286	3.482857
18828	Plscr2	0	0
18829	Ccl21b	0	0
18830	Pltp	13.958286	11.112571
18843	Plunc	0	0
18844	Plxna1	16.075143	20.336000
18845	Plxna2	0.372286	6.535143
18846	Plxna3	1.999714	2.900571
18854	Pml	36.106571	10.486000
18857	Pmp2	0.082857	0
18858	Pmp22	114.582857	511.234286
18861	Pms2	8.114571	18.194857
18933	Prrx1	0.040571	0.191714
18935	Phox2b	0	0.012000
18938	Ppp1r14b	297.445429	335.551143
